id,date,timestamp,latitude,longitude,depth,size,location,attribute
136,2023.02.07 10:35:08,1675766108,38.0107,36.8478,17.9,"{'md': 0.0, 'ml': 2.6, 'mw': 0.0}",KINIKKOZ-GOKSUN (KAHRAMANMARAS),İlksel
137,2023.02.07 10:33:22,1675766002,37.815,36.5062,12.9,"{'md': 0.0, 'ml': 2.1, 'mw': 0.0}",KUMARLI-(KAHRAMANMARAS),İlksel
138,2023.02.07 10:31:40,1675765900,37.1863,36.9807,5.2,"{'md': 0.0, 'ml': 2.8, 'mw': 0.0}",SATIRHUYUK-NURDAGI (GAZIANTEP),İlksel
139,2023.02.07 10:31:16,1675765876,38.0988,36.3867,16.4,"{'md': 0.0, 'ml': 3.2, 'mw': 0.0}",SOGUKPINAR-GOKSUN (KAHRAMANMARAS),REVIZE01
140,2023.02.07 10:26:34,1675765594,38.1385,37.6302,4.0,"{'md': 0.0, 'ml': 4.5, 'mw': 4.3}",TAPKIRANKALE-ELBISTAN (KAHRAMANMARAS),İlksel
141,2023.02.07 10:25:01,1675765501,35.4455,35.4977,8.3,"{'md': 0.0, 'ml': 3.5, 'mw': 0.0}",AKDENIZ,İlksel
142,2023.02.07 10:14:06,1675764846,38.437,38.2068,17.8,"{'md': 0.0, 'ml': 2.8, 'mw': 0.0}",TEPEKOY-(MALATYA),İlksel
143,2023.02.07 10:11:12,1675764672,38.093,38.6093,5.0,"{'md': 0.0, 'ml': 5.5, 'mw': 5.5}",KOZLUK-PUTURGE (MALATYA),İlksel
144,2023.02.07 10:10:09,1675764609,36.1878,35.6353,7.7,"{'md': 0.0, 'ml': 3.1, 'mw': 0.0}",AKDENIZ,İlksel
145,2023.02.07 10:04:30,1675764270,39.1132,38.4712,5.4,"{'md': 0.0, 'ml': 3.0, 'mw': 3.0}",KEKIKPINARI-KEMALIYE (ERZINCAN),İlksel
146,2023.02.07 10:02:56,1675764176,37.7945,36.8013,5.5,"{'md': 0.0, 'ml': 2.8, 'mw': 0.0}",CAMLIBEL-(KAHRAMANMARAS),İlksel
147,2023.02.07 10:01:26,1675764086,38.0427,37.9962,7.7,"{'md': 0.0, 'ml': 2.8, 'mw': 0.0}",SURGU-DOGANSEHIR (MALATYA),İlksel
148,2023.02.07 09:58:19,1675763899,37.1683,36.7253,17.2,"{'md': 0.0, 'ml': 3.3, 'mw': 3.4}",NURDAGI (GAZIANTEP),İlksel
